transaction_id,amount,hour,day_of_week,merchant_category,transaction_type,location_risk,previous_transactions,avg_transaction_amount,is_international,is_fraud
TXN005593,8.2,10,3,Grocery,Contactless,Low,3,147.42,0,0
TXN005594,431.53,5,0,Grocery,POS,Low,5,127.66,1,1
TXN005595,53.57,22,0,Online,POS,Low,5,106.47,0,0
TXN005596,77.98,7,5,Grocery,POS,Low,7,169.48,0,0
TXN005597,52.67,1,0,Grocery,POS,Low,7,142.39,0,0
TXN005598,137.68,14,2,Restaurant,Online,Medium,6,99.17,0,0
TXN005599,130.25,22,5,Travel,POS,Medium,5,111.8,0,0
TXN005600,150.77,21,0,Electronics,Online,Low,3,136.96,0,1
TXN005601,37.46,8,4,Fuel,POS,Low,5,113.34,0,0
TXN005602,45.52,14,3,Restaurant,Online,Low,9,122.37,0,0
TXN005603,16.06,7,1,Fuel,ATM,Medium,4,68.24,0,0
TXN005604,127.88,15,3,Grocery,Contactless,Low,7,147.23,0,0
TXN005605,4.87,13,0,Grocery,Contactless,Low,8,103.7,0,0
TXN005606,109.26,14,5,Restaurant,POS,Low,6,118.48,0,0
TXN005607,244.55,19,6,Travel,Contactless,Low,8,112.86,0,0
TXN005608,265.78,12,0,Travel,Online,Low,5,72.65,0,0
TXN005609,71.53,8,4,Travel,Online,Low,6,103.06,0,0
TXN005610,73.79,0,3,Travel,Contactless,High,5,41.25,0,0
TXN005611,9.61,5,6,Grocery,POS,Medium,5,120.05,0,0
TXN005612,133.32,7,4,Online,Contactless,Medium,6,124.81,0,0
TXN005613,206.62,19,4,Online,Online,Low,7,144.61,0,0
TXN005614,33.67,17,1,Fuel,POS,High,3,86.9,0,0
TXN005615,65.64,17,4,Grocery,POS,Medium,5,56.86,0,0
TXN005616,219.04,16,6,Restaurant,ATM,Low,9,67.47,0,0
TXN005617,251.59,20,4,Restaurant,Online,Medium,6,99.19,0,0
TXN005618,33.44,15,1,Grocery,Online,Medium,8,165.89,1,0
TXN005619,95.97,12,2,Restaurant,POS,Medium,9,42.91,0,0
TXN005620,25.66,21,6,Travel,POS,Medium,4,105.7,0,0
TXN005621,12.89,3,2,Travel,Online,Medium,5,32.85,0,1
TXN005622,290.46,3,6,Grocery,POS,High,6,79.59,0,0
TXN005623,206.11,20,5,Grocery,POS,Low,4,61.2,0,0
TXN005624,171.27,13,1,Restaurant,POS,High,7,79.82,1,1
TXN005625,6.0,4,5,Online,POS,Medium,7,123.98,0,0
TXN005626,222.74,15,5,Fuel,Online,Low,9,90.28,0,0
TXN005627,69.16,13,4,Restaurant,POS,Low,4,29.24,1,0
TXN005628,50.3,13,5,Grocery,Contactless,Low,4,78.9,0,0
TXN005629,94.88,13,0,Restaurant,Online,Medium,10,98.82,1,0
TXN005630,11.5,23,6,Online,Online,Low,6,108.21,0,1
TXN005631,169.59,13,3,Restaurant,Online,Low,5,106.35,0,0
TXN005632,104.8,18,0,Online,Online,Low,4,68.31,0,0
TXN005633,24.78,2,0,Restaurant,Online,High,3,116.89,0,0
TXN005634,25.02,16,4,Luxury,POS,Medium,4,52.9,1,0
TXN005635,24.44,13,3,Grocery,POS,Low,3,138.17,0,0
TXN005636,7.04,9,5,Grocery,Online,Low,5,38.51,1,0
TXN005637,106.35,12,3,Grocery,POS,High,5,153.28,0,0
TXN005638,220.17,21,5,Fuel,POS,Low,3,152.76,1,0
TXN005639,2.12,3,2,Electronics,Online,Low,5,16.98,0,0
TXN005640,6.03,10,1,Restaurant,Online,Medium,10,104.98,0,0
TXN005641,102.05,14,4,Online,ATM,Low,5,94.55,0,0
TXN005642,205.44,14,5,Restaurant,Contactless,Low,11,142.29,0,0
TXN005643,47.47,23,5,Grocery,POS,High,3,94.02,0,0
TXN005644,51.62,1,3,Online,Contactless,Low,3,159.85,0,0
TXN005645,108.86,10,4,Fuel,ATM,Low,5,134.8,0,0
TXN005646,38.46,1,6,Restaurant,POS,Low,3,71.2,1,0
TXN005647,3.24,22,5,Online,ATM,Medium,6,123.55,0,0
TXN005648,159.47,4,2,Online,Online,Low,2,111.07,0,0
TXN005649,117.91,12,0,Fuel,POS,Low,7,121.18,0,0
TXN005650,104.32,0,5,Travel,POS,Low,6,104.28,0,0
TXN005651,162.43,6,3,Restaurant,Online,Low,6,134.89,1,0
TXN005652,134.96,6,6,Fuel,Online,Medium,5,110.26,0,0
TXN005653,27.66,9,2,Fuel,Contactless,Medium,7,116.0,0,0
TXN005654,52.15,5,4,Fuel,POS,Medium,2,97.63,0,0
TXN005655,16.18,19,5,Fuel,Online,Low,3,79.38,0,0
TXN005656,16.69,11,2,Restaurant,POS,Low,4,65.78,1,1
TXN005657,135.31,12,2,Grocery,Online,Medium,5,122.68,0,0
TXN005658,234.74,23,6,Restaurant,Contactless,Low,5,100.59,1,0
TXN005659,394.76,10,2,Restaurant,Online,Low,5,72.93,0,0
TXN005660,118.78,17,2,Online,Online,Low,2,104.82,0,0
TXN005661,24.42,1,6,Electronics,ATM,Medium,2,119.79,0,0
TXN005662,13.4,15,6,Online,POS,Medium,4,105.14,1,0
TXN005663,201.1,1,6,Online,Contactless,Low,4,29.38,0,1
TXN005664,103.75,18,2,Restaurant,Online,High,10,76.12,0,0
TXN005665,115.57,5,2,Travel,Online,Medium,7,165.8,0,0
TXN005666,182.5,0,1,Fuel,ATM,Low,3,135.42,0,0
TXN005667,145.79,10,4,Online,Online,Low,5,70.75,0,0
TXN005668,215.82,17,0,Restaurant,Online,Low,8,93.31,0,0
TXN005669,6.94,9,4,Electronics,Online,Medium,7,90.48,0,0
TXN005670,165.17,17,3,Fuel,POS,Low,6,10.0,0,0
TXN005671,228.34,0,3,Restaurant,POS,Low,6,175.85,0,0
TXN005672,40.45,18,6,Grocery,Contactless,High,8,107.31,0,0
TXN005673,122.75,15,4,Travel,POS,Low,4,126.06,0,0
TXN005674,45.25,6,2,Grocery,Online,Low,6,195.0,0,0
TXN005675,380.33,14,1,Restaurant,POS,Medium,5,168.95,0,0
TXN005676,4.08,0,0,Restaurant,POS,Low,5,118.75,0,0
TXN005677,104.04,22,5,Online,Online,Low,8,116.31,0,0
TXN005678,21.86,20,5,Travel,Online,Low,3,160.3,0,0
TXN005679,149.47,8,2,Travel,Online,Medium,7,62.41,0,0
TXN005680,23.21,1,4,Online,Contactless,Low,4,84.78,0,0
TXN005681,32.21,16,5,Restaurant,ATM,Low,7,24.78,0,0
TXN005682,81.83,23,4,Luxury,POS,Low,3,129.79,0,0
TXN005683,295.58,9,1,Grocery,Online,Low,4,101.31,0,0
TXN005684,28.55,5,1,Luxury,Contactless,Low,8,155.5,0,0
TXN005685,18.69,4,6,Grocery,POS,Low,6,123.81,0,0
TXN005686,170.74,7,4,Online,Online,Low,2,80.15,0,0
TXN005687,83.33,7,6,Electronics,POS,Low,3,147.07,0,0
TXN005688,291.36,4,2,Grocery,POS,Medium,6,106.89,0,0
TXN005689,19.03,11,6,Grocery,Contactless,High,6,109.48,0,0
TXN005690,124.59,6,2,Grocery,ATM,Low,3,141.86,0,0
TXN005691,31.81,12,2,Fuel,POS,Low,3,75.21,0,0
TXN005692,20.46,12,5,Fuel,ATM,Low,7,101.75,0,0
TXN005693,138.03,16,0,Online,POS,Medium,3,68.17,0,0
TXN005694,108.08,3,0,Electronics,Online,High,4,123.2,0,0
TXN005695,168.7,17,2,Grocery,Online,Medium,9,109.6,0,0
TXN005696,44.43,9,4,Travel,Online,Low,5,112.77,1,0
TXN005697,71.3,2,1,Grocery,Contactless,Low,8,100.65,0,0
TXN005698,62.4,11,6,Online,Online,Low,7,106.95,0,0
TXN005699,496.89,0,3,Fuel,Online,Low,4,24.5,0,0
TXN005700,41.48,10,1,Restaurant,Contactless,Low,6,85.86,1,0
TXN005701,41.92,17,1,Grocery,POS,Low,2,104.55,0,0
TXN005702,52.54,12,3,Grocery,Online,Medium,2,84.52,0,0
TXN005703,99.78,16,2,Travel,Online,Medium,8,98.41,0,0
TXN005704,34.89,7,1,Fuel,ATM,Low,5,126.47,0,0
TXN005705,296.22,19,3,Online,Online,High,8,140.87,0,0
TXN005706,37.06,18,6,Fuel,Contactless,Medium,7,52.97,0,0
TXN005707,271.39,16,5,Luxury,Online,Low,3,139.99,0,0
TXN005708,13.11,1,4,Online,POS,Medium,4,139.74,0,1
TXN005709,128.25,2,4,Electronics,Contactless,Low,4,141.1,0,0
TXN005710,285.0,2,4,Travel,Online,Low,6,132.63,1,0
TXN005711,22.18,5,2,Grocery,Online,High,0,163.04,0,0
TXN005712,414.27,9,1,Restaurant,Contactless,High,4,72.44,0,0
TXN005713,72.37,23,1,Travel,Online,Medium,6,89.47,0,0
TXN005714,349.62,21,0,Fuel,Online,Low,2,90.63,0,0
TXN005715,135.55,17,4,Grocery,Online,Low,4,80.06,0,1
TXN005716,43.07,17,2,Restaurant,Online,Low,6,129.66,0,1
TXN005717,25.04,13,3,Online,Online,Low,8,131.35,0,0
TXN005718,43.44,15,2,Online,Online,Low,4,121.16,0,0
TXN005719,11.72,6,1,Travel,Contactless,Low,6,82.47,0,0
TXN005720,18.64,0,6,Electronics,Online,Low,5,138.6,0,0
TXN005721,13.27,16,6,Online,POS,High,4,74.59,0,1
TXN005722,65.98,22,6,Online,Online,Low,7,33.13,0,0
TXN005723,190.51,4,4,Electronics,POS,Low,4,52.67,0,0
TXN005724,18.29,0,0,Grocery,Online,Low,6,144.03,0,0
TXN005725,16.76,20,5,Online,POS,Medium,6,101.81,0,0
TXN005726,123.75,16,2,Online,POS,Low,3,81.11,0,0
TXN005727,26.36,9,0,Grocery,Contactless,Low,6,184.39,0,0
TXN005728,12.33,11,6,Online,ATM,Low,7,126.92,1,0
TXN005729,21.9,19,1,Fuel,Online,Low,3,158.35,0,0
TXN005730,308.82,1,3,Online,POS,Low,4,49.91,0,1
TXN005731,206.76,22,2,Fuel,ATM,Low,7,130.02,0,0
TXN005732,52.45,15,5,Fuel,Contactless,Low,5,76.37,0,0
TXN005733,127.99,14,1,Electronics,Online,Medium,7,143.41,0,0
TXN005734,92.47,12,4,Online,Online,Low,6,43.26,0,0
TXN005735,135.66,17,2,Fuel,POS,Low,2,62.05,0,0
TXN005736,137.74,19,0,Luxury,Online,Low,5,145.84,0,0
TXN005737,118.9,21,6,Grocery,Online,Low,10,46.95,0,0
TXN005738,37.13,13,2,Travel,ATM,Medium,7,158.9,0,0
TXN005739,4.77,17,1,Fuel,POS,Low,6,158.62,0,0
TXN005740,72.96,1,1,Grocery,Online,Low,6,108.76,0,1
TXN005741,265.94,1,6,Grocery,POS,Low,7,63.92,0,0
TXN005742,101.14,2,0,Grocery,POS,Low,4,131.42,0,0
TXN005743,214.33,4,5,Travel,POS,Medium,3,136.35,0,0
TXN005744,573.89,15,1,Fuel,Online,Medium,10,123.91,0,0
TXN005745,21.44,21,2,Grocery,POS,Low,9,36.45,0,0
TXN005746,141.23,14,6,Electronics,Contactless,Medium,7,86.53,0,0
TXN005747,134.61,11,5,Fuel,ATM,Low,4,97.29,0,0
TXN005748,469.18,8,0,Grocery,Online,Low,5,92.41,0,0
TXN005749,508.87,13,1,Fuel,ATM,Low,2,122.86,0,0
TXN005750,139.26,20,6,Restaurant,POS,Low,2,48.68,0,0
TXN005751,33.5,15,1,Fuel,Contactless,Low,5,65.26,0,0
TXN005752,192.27,10,2,Restaurant,Contactless,Low,5,97.22,0,0
TXN005753,13.58,5,1,Electronics,POS,Medium,7,34.9,1,0
TXN005754,182.08,9,6,Grocery,Contactless,Low,4,66.94,0,0
TXN005755,289.22,7,2,Travel,POS,Low,4,121.24,0,0
TXN005756,57.91,15,4,Online,POS,Medium,2,171.94,0,0
TXN005757,119.52,2,6,Fuel,POS,Medium,5,164.0,0,0
TXN005758,67.48,1,5,Electronics,Contactless,Low,9,106.95,0,0
TXN005759,69.1,15,2,Fuel,Online,Low,3,121.1,0,0
TXN005760,44.59,18,3,Online,Online,Low,5,49.41,0,0
TXN005761,172.32,8,1,Restaurant,POS,Low,5,99.65,1,1
TXN005762,330.2,15,4,Online,POS,Low,6,44.77,0,0
TXN005763,339.12,21,5,Electronics,Contactless,Low,8,139.51,0,0
TXN005764,23.05,3,0,Restaurant,Online,Low,7,142.49,0,1
TXN005765,249.29,9,3,Restaurant,POS,Medium,6,33.32,0,0
TXN005766,160.47,18,0,Restaurant,POS,Low,5,87.29,0,0
TXN005767,34.98,12,6,Fuel,POS,Low,3,97.62,0,0
TXN005768,8.36,17,3,Restaurant,Online,Low,6,89.81,0,0
TXN005769,37.44,14,4,Luxury,ATM,Low,9,35.77,0,0
TXN005770,291.93,3,5,Online,Online,Low,4,129.59,0,1
TXN005771,120.35,8,4,Grocery,POS,Low,6,116.57,0,0
TXN005772,153.21,3,4,Restaurant,POS,Low,3,114.94,1,0
TXN005773,35.67,15,3,Online,POS,High,2,48.61,0,0
TXN005774,152.49,20,2,Grocery,ATM,Medium,9,10.0,1,0
TXN005775,3.42,14,5,Fuel,Online,Low,1,85.43,0,0
TXN005776,56.46,23,0,Grocery,POS,Low,5,86.36,0,0
TXN005777,118.26,1,2,Grocery,POS,Low,4,81.04,0,0
TXN005778,18.95,13,2,Online,Online,Low,8,42.76,0,0
TXN005779,207.8,2,1,Fuel,Online,Low,4,103.21,0,0
TXN005780,32.15,21,6,Restaurant,POS,Low,4,112.15,0,0
TXN005781,126.76,22,0,Grocery,Online,Low,3,43.44,0,0
TXN005782,62.34,3,3,Grocery,Online,Medium,5,84.53,0,1
TXN005783,108.77,0,6,Online,Online,Medium,7,124.71,1,0
TXN005784,13.64,22,1,Restaurant,Contactless,Medium,6,148.97,0,0
TXN005785,2.05,8,1,Grocery,POS,Low,5,168.03,0,0
TXN005786,288.37,16,6,Online,Contactless,Low,4,42.3,0,0
TXN005787,37.7,13,4,Fuel,Online,High,1,170.43,0,0
TXN005788,205.56,16,3,Fuel,POS,Medium,8,167.98,0,0
TXN005789,880.68,0,2,Restaurant,ATM,Low,3,97.9,0,0
TXN005790,28.5,9,5,Grocery,Online,Medium,4,191.3,0,0
TXN005791,36.97,22,2,Restaurant,Contactless,Medium,5,75.69,0,0
TXN005792,130.47,15,2,Restaurant,POS,Low,6,159.55,0,0
TXN005793,403.84,18,4,Electronics,Online,Low,8,88.56,0,0
TXN005794,296.97,23,2,Restaurant,Contactless,Low,8,76.19,0,0
TXN005795,83.87,2,0,Electronics,POS,Medium,6,74.26,0,0
TXN005796,190.23,11,2,Restaurant,Online,Low,5,58.53,0,0
TXN005797,17.51,2,2,Grocery,ATM,Low,3,59.25,1,0
TXN005798,454.98,14,0,Online,Online,High,4,97.61,0,0
TXN005799,400.09,16,4,Online,ATM,Medium,2,123.8,0,0
TXN005800,21.46,17,1,Grocery,Online,Low,2,167.71,0,0
TXN005801,42.7,6,3,Online,POS,Low,8,117.46,0,0
TXN005802,12.66,18,4,Restaurant,Online,Low,4,65.29,0,0
TXN005803,38.05,6,2,Restaurant,POS,Medium,6,133.51,0,0
TXN005804,203.11,4,1,Luxury,POS,Medium,5,112.6,0,0
TXN005805,57.04,7,3,Grocery,Online,Medium,8,119.69,0,0
TXN005806,11.11,20,3,Grocery,POS,Low,3,47.97,1,1
TXN005807,50.27,15,3,Electronics,POS,Low,6,85.35,0,0
TXN005808,478.04,15,0,Fuel,POS,Medium,6,123.25,1,0
TXN005809,119.21,18,0,Electronics,Online,Medium,3,69.31,0,0
TXN005810,64.58,14,1,Fuel,Online,Low,6,63.39,0,0
TXN005811,21.86,6,2,Grocery,Online,Medium,5,127.79,0,0
TXN005812,513.77,4,6,Restaurant,POS,Low,3,123.64,0,0
TXN005813,206.34,22,1,Grocery,POS,Low,11,116.71,0,0
TXN005814,39.67,10,2,Electronics,POS,Low,1,96.93,0,0
TXN005815,8.72,9,4,Grocery,POS,High,6,158.25,0,0
TXN005816,7.0,20,6,Restaurant,Online,Medium,5,67.05,0,0
TXN005817,15.39,22,3,Online,POS,Low,2,44.29,1,0
TXN005818,104.32,8,3,Grocery,Online,Low,7,56.37,0,0
TXN005819,317.01,0,0,Travel,Online,Low,8,140.83,0,1
TXN005820,82.4,19,6,Online,POS,Low,3,109.67,0,0
TXN005821,222.14,0,4,Online,POS,Low,3,157.94,0,0
TXN005822,70.85,7,5,Restaurant,Online,High,6,177.18,0,0
TXN005823,147.96,2,4,Electronics,Online,Medium,6,126.36,0,0
TXN005824,157.96,1,2,Electronics,ATM,Low,10,100.26,0,0
TXN005825,22.93,3,4,Electronics,POS,Low,2,85.26,0,0
TXN005826,53.78,18,6,Restaurant,ATM,Medium,3,149.77,0,0
TXN005827,121.7,10,6,Fuel,POS,Low,6,61.39,0,0
TXN005828,8.8,4,0,Restaurant,POS,Medium,2,93.58,0,0
TXN005829,53.84,23,2,Grocery,POS,Medium,2,107.3,0,0
TXN005830,91.83,9,1,Grocery,POS,Low,7,96.64,0,0
TXN005831,669.51,23,2,Online,Online,High,1,129.09,0,1
TXN005832,77.22,22,1,Online,POS,Low,2,100.04,0,0
TXN005833,203.18,7,5,Travel,Online,Low,6,10.0,0,0
TXN005834,67.89,12,2,Electronics,POS,Low,6,42.38,0,0
TXN005835,190.99,4,3,Online,POS,High,8,67.86,0,0
TXN005836,108.59,11,5,Grocery,Contactless,Low,3,130.56,0,0
TXN005837,261.22,12,1,Travel,Online,High,5,62.48,0,0
TXN005838,63.51,21,0,Grocery,Online,Medium,6,153.28,0,0
TXN005839,111.25,7,5,Restaurant,POS,Medium,9,113.39,0,0
TXN005840,119.32,14,5,Travel,POS,Low,2,88.18,0,0
TXN005841,64.83,12,5,Online,Online,Low,3,113.27,1,0
TXN005842,18.7,0,1,Travel,Contactless,High,3,100.81,0,0
TXN005843,11.79,21,1,Online,POS,High,4,137.74,0,0
TXN005844,2.02,5,2,Fuel,Online,Medium,8,178.5,0,0
TXN005845,248.13,10,3,Restaurant,Contactless,Low,5,95.05,0,0
TXN005846,32.38,12,5,Electronics,Contactless,Low,3,99.06,0,0
TXN005847,28.52,20,2,Grocery,Contactless,Medium,6,122.72,0,0
TXN005848,159.83,19,2,Travel,ATM,Medium,7,115.68,1,0
TXN005849,46.28,0,3,Online,POS,Low,3,70.3,0,0
TXN005850,84.64,10,2,Grocery,Contactless,Low,3,158.22,0,0
TXN005851,21.28,10,3,Grocery,Contactless,Low,11,94.29,0,0
TXN005852,385.5,7,0,Grocery,Online,Medium,3,84.85,0,0
TXN005853,228.93,21,3,Online,POS,Medium,3,36.32,0,0
TXN005854,239.23,2,4,Electronics,Online,Low,6,134.5,0,1
TXN005855,62.66,18,3,Grocery,POS,Medium,7,98.97,0,0
TXN005856,172.44,11,3,Grocery,Online,High,6,159.48,0,0
TXN005857,18.64,5,6,Electronics,Online,Low,3,102.64,1,0
TXN005858,1.04,22,4,Restaurant,Online,Low,4,79.76,0,0
TXN005859,2.42,7,3,Online,ATM,Low,4,64.77,0,0
TXN005860,106.0,4,1,Electronics,Online,Medium,5,94.59,0,1
TXN005861,72.92,9,6,Grocery,Online,High,5,155.54,0,0
TXN005862,87.58,21,2,Online,Contactless,Low,8,89.15,0,0
TXN005863,0.9,15,2,Online,Online,Low,6,88.88,0,0
TXN005864,65.92,11,0,Electronics,Online,Low,6,82.73,0,0
TXN005865,151.93,16,0,Grocery,Online,Medium,3,98.49,0,0
TXN005866,70.16,5,4,Online,Online,Medium,6,108.59,0,1
TXN005867,158.11,8,1,Restaurant,Contactless,Low,3,100.62,0,0
TXN005868,31.84,9,0,Online,POS,Medium,4,151.54,0,0
TXN005869,201.29,19,2,Electronics,Online,Medium,10,92.17,0,0
TXN005870,106.53,13,0,Restaurant,POS,Low,4,94.93,0,0
TXN005871,28.4,13,0,Restaurant,ATM,Low,4,95.93,0,0
TXN005872,32.42,16,3,Online,Contactless,Low,3,167.09,0,0
TXN005873,118.67,15,0,Online,POS,Low,5,117.35,0,0
TXN005874,212.59,3,4,Grocery,POS,Low,5,61.81,0,0
TXN005875,64.47,1,2,Restaurant,Online,Low,6,80.83,0,1
TXN005876,35.86,15,4,Electronics,Contactless,Low,4,55.05,1,0
TXN005877,242.1,0,6,Luxury,POS,Low,4,107.46,0,0
TXN005878,132.77,2,4,Travel,Online,Low,5,16.73,0,0
TXN005879,71.32,22,5,Online,POS,Low,4,141.47,0,0
TXN005880,80.31,10,1,Electronics,Contactless,Medium,5,158.31,0,0
TXN005881,27.42,15,6,Grocery,Online,Low,5,46.92,0,0
TXN005882,118.28,17,6,Grocery,Online,Low,7,79.7,0,0
TXN005883,53.32,14,5,Electronics,POS,Low,4,115.96,0,0
TXN005884,652.38,8,5,Electronics,Online,Low,13,66.08,0,0
TXN005885,78.51,11,3,Online,POS,Low,3,10.0,0,0
TXN005886,79.84,17,4,Fuel,Online,Low,2,188.8,1,0
TXN005887,100.12,4,1,Restaurant,Online,Low,3,46.42,0,0
TXN005888,298.32,23,2,Online,Online,Low,7,66.29,0,0
TXN005889,193.62,7,2,Online,ATM,Medium,9,108.56,0,0
TXN005890,71.99,2,1,Fuel,POS,Low,4,130.58,0,0
TXN005891,152.2,1,6,Grocery,POS,Low,6,130.41,0,0
TXN005892,105.89,18,4,Electronics,ATM,Low,2,56.29,0,0
TXN005893,81.36,7,4,Fuel,Online,Medium,2,130.51,0,0
TXN005894,25.63,1,3,Travel,POS,Low,4,70.41,1,0
TXN005895,74.82,18,3,Restaurant,POS,Medium,6,19.92,1,0
TXN005896,33.85,0,5,Restaurant,Online,Low,9,173.72,0,1
TXN005897,295.59,21,2,Online,POS,Medium,6,134.41,0,0
TXN005898,49.03,12,3,Travel,Contactless,Low,3,114.33,0,0
TXN005899,365.05,22,1,Online,Online,Low,5,165.95,0,0
TXN005900,91.39,19,2,Online,ATM,Medium,3,66.13,0,0
TXN005901,119.81,16,6,Grocery,ATM,Low,6,44.68,0,0
TXN005902,93.95,2,6,Grocery,Online,Low,3,45.59,0,0
TXN005903,16.63,8,4,Fuel,Online,Low,4,106.93,0,1
TXN005904,56.56,4,2,Restaurant,Online,High,4,148.77,0,1
TXN005905,12.53,5,0,Restaurant,ATM,Low,9,47.92,0,0
TXN005906,117.05,3,2,Electronics,Online,Low,4,83.37,1,0
TXN005907,71.06,16,3,Online,POS,Low,3,121.23,0,0
TXN005908,180.6,20,1,Electronics,Online,Medium,3,148.33,0,0
TXN005909,29.89,20,4,Online,Online,Medium,5,80.26,0,0
TXN005910,21.58,20,4,Fuel,POS,Low,7,167.84,0,0
TXN005911,62.57,15,3,Grocery,POS,Low,4,144.14,0,0
TXN005912,313.4,15,3,Grocery,POS,Low,7,62.27,0,0
TXN005913,148.72,21,3,Grocery,ATM,Medium,3,109.99,0,0
TXN005914,65.14,10,0,Grocery,POS,Low,5,74.17,0,0
TXN005915,87.4,1,1,Restaurant,POS,Low,4,83.09,0,0
TXN005916,10.56,16,0,Grocery,Online,Low,4,166.51,0,0
TXN005917,500.62,14,3,Luxury,Contactless,Low,10,99.85,0,0
TXN005918,131.74,17,1,Electronics,POS,Low,2,133.25,0,0
TXN005919,40.32,9,6,Grocery,Online,Low,4,123.48,0,0
TXN005920,105.77,5,6,Luxury,POS,Low,5,173.63,0,0
TXN005921,13.91,20,3,Fuel,POS,Medium,8,87.16,1,1
TXN005922,405.19,15,1,Restaurant,POS,Low,4,105.47,1,1
TXN005923,23.05,4,4,Electronics,Online,Low,5,112.29,0,0
TXN005924,125.31,11,0,Grocery,Online,Low,2,32.16,0,0
TXN005925,33.8,5,5,Electronics,POS,Low,7,13.2,0,0
TXN005926,151.72,13,3,Fuel,POS,Low,8,84.11,0,0
TXN005927,179.97,22,3,Grocery,POS,High,13,177.77,0,0
TXN005928,134.29,15,2,Restaurant,ATM,Low,3,31.06,0,0
TXN005929,114.39,6,5,Online,Online,Low,8,149.97,0,0
TXN005930,267.6,1,4,Grocery,Online,Medium,2,101.68,0,0
TXN005931,9.83,5,3,Online,Online,Low,0,10.0,0,0
TXN005932,48.22,8,0,Grocery,Online,Medium,3,122.7,0,0
TXN005933,34.25,6,4,Luxury,POS,Medium,6,46.09,0,1
TXN005934,530.88,1,3,Luxury,POS,Medium,5,137.36,0,0
TXN005935,59.2,18,0,Electronics,POS,Low,5,56.47,1,0
TXN005936,158.29,7,2,Online,Contactless,High,3,92.88,0,0
TXN005937,138.52,10,2,Fuel,ATM,Low,7,116.33,0,0
TXN005938,28.6,3,6,Grocery,Online,Medium,5,82.04,0,0
TXN005939,32.77,15,0,Restaurant,POS,Low,1,26.04,0,0
TXN005940,39.63,17,4,Online,POS,High,5,114.78,0,0
TXN005941,63.55,12,0,Online,POS,Low,5,117.08,0,0
TXN005942,32.04,4,5,Electronics,Online,Low,5,96.08,0,0
TXN005943,2.38,1,0,Restaurant,Online,Medium,6,55.56,0,0
TXN005944,253.83,10,2,Grocery,Contactless,Low,5,74.22,0,0
TXN005945,404.4,0,2,Fuel,Online,Low,4,191.97,0,0
TXN005946,50.15,12,2,Fuel,POS,Low,4,73.54,0,0
TXN005947,49.59,4,5,Electronics,POS,Low,7,137.79,0,0
TXN005948,0.85,17,3,Fuel,POS,Low,5,70.27,0,0
TXN005949,136.83,13,6,Online,POS,Low,6,127.57,0,0
TXN005950,209.46,12,5,Fuel,Contactless,Low,2,106.81,0,0
TXN005951,19.02,6,3,Luxury,Online,Low,4,145.83,0,0
TXN005952,20.87,7,5,Electronics,POS,Low,5,49.87,0,0
TXN005953,187.33,17,1,Online,POS,Medium,9,218.46,0,0
TXN005954,114.94,6,3,Grocery,Online,Medium,7,88.21,0,0
TXN005955,5.51,19,4,Restaurant,Online,Medium,5,25.23,0,0
TXN005956,116.92,16,4,Travel,Online,Medium,3,102.84,0,0
TXN005957,44.34,15,6,Luxury,POS,High,5,68.38,0,0
TXN005958,55.2,10,2,Grocery,Online,Low,7,100.73,0,0
TXN005959,176.22,18,5,Fuel,POS,High,1,50.23,0,0
TXN005960,199.88,0,0,Restaurant,Online,High,7,85.92,0,0
TXN005961,61.37,20,2,Electronics,POS,Low,5,137.86,0,0
TXN005962,352.84,7,6,Restaurant,POS,Low,7,77.37,0,0
TXN005963,62.6,0,0,Electronics,POS,Low,4,36.4,0,0
TXN005964,177.32,8,5,Electronics,POS,Low,5,104.77,0,0
TXN005965,79.37,18,2,Grocery,POS,Medium,8,79.29,0,0
TXN005966,273.38,20,2,Grocery,Contactless,Medium,9,120.92,0,0
TXN005967,286.0,8,4,Luxury,POS,Low,5,96.17,0,0
TXN005968,10.98,20,0,Fuel,Online,Low,3,121.43,0,1
TXN005969,330.79,9,1,Restaurant,Online,Low,3,101.79,0,0
TXN005970,209.52,23,1,Electronics,POS,Low,10,49.12,0,0
TXN005971,188.03,22,2,Grocery,Online,Low,3,106.52,0,0
TXN005972,26.91,10,5,Fuel,Contactless,Medium,3,76.28,0,0
TXN005973,196.24,0,2,Grocery,POS,Medium,8,88.5,0,0
TXN005974,227.76,19,6,Luxury,Contactless,Medium,5,117.85,0,0
TXN005975,40.96,7,4,Online,Contactless,Medium,6,96.68,0,0
TXN005976,365.04,19,6,Online,Contactless,Low,7,63.07,0,0
TXN005977,6.14,11,0,Fuel,POS,Low,3,35.11,0,0
TXN005978,19.49,0,6,Restaurant,Online,Low,6,128.05,0,0
TXN005979,92.55,9,2,Online,Online,Low,4,144.57,0,0
TXN005980,102.9,3,6,Fuel,POS,Low,5,43.54,0,0
TXN005981,124.33,14,5,Restaurant,Online,Low,0,97.65,1,0
TXN005982,2.05,18,1,Restaurant,ATM,Low,5,114.91,0,0
TXN005983,387.37,5,0,Restaurant,Contactless,Low,5,142.47,0,0
TXN005984,5.47,4,2,Restaurant,POS,Low,1,93.55,0,1
TXN005985,18.53,4,0,Restaurant,POS,Low,3,36.27,0,0
TXN005986,1.69,17,4,Restaurant,POS,Low,4,59.04,0,0
TXN005987,100.4,2,6,Travel,POS,Low,5,76.72,0,0
